Time,ZSF1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],ZSF1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],ZSF1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],ZSF1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],ZNF1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],ZNF1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],ZNF1:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],ZNF1:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],ZSF2:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],ZSF2:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],ZSF2:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],ZSF2:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],ZNF2:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],ZNF2:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],ZNF2:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],ZNF2:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s]
22:50:00,4.065874E+03,0.000000E+00,1.079605E-01,0.000000E+00,4.060816E+03,0.000000E+00,1.078262E-01,0.000000E+00,6.220127E+03,0.000000E+00,1.651584E-01,0.000000E+00,6.213362E+03,0.000000E+00,1.649788E-01,0.000000E+00
23:00:00,4.112309E+03,0.000000E+00,1.091934E-01,0.000000E+00,4.107229E+03,0.000000E+00,1.090586E-01,0.000000E+00,6.247102E+03,0.000000E+00,1.658746E-01,0.000000E+00,6.240290E+03,0.000000E+00,1.656937E-01,0.000000E+00
23:10:00,4.157513E+03,0.000000E+00,1.103937E-01,0.000000E+00,4.152411E+03,0.000000E+00,1.102582E-01,0.000000E+00,6.273264E+03,0.000000E+00,1.665692E-01,0.000000E+00,6.266404E+03,0.000000E+00,1.663871E-01,0.000000E+00
23:20:00,4.201519E+03,0.000000E+00,1.115621E-01,0.000000E+00,4.196398E+03,0.000000E+00,1.114261E-01,0.000000E+00,6.298584E+03,0.000000E+00,1.672415E-01,0.000000E+00,6.291678E+03,0.000000E+00,1.670581E-01,0.000000E+00
23:30:00,4.244361E+03,0.000000E+00,1.126996E-01,0.000000E+00,4.239224E+03,0.000000E+00,1.125632E-01,0.000000E+00,6.323055E+03,0.000000E+00,1.678912E-01,0.000000E+00,6.316105E+03,0.000000E+00,1.677067E-01,0.000000E+00
23:40:00,4.286070E+03,0.000000E+00,1.138071E-01,0.000000E+00,4.280921E+03,0.000000E+00,1.136703E-01,0.000000E+00,6.346674E+03,0.000000E+00,1.685183E-01,0.000000E+00,6.339682E+03,0.000000E+00,1.683327E-01,0.000000E+00
23:50:00,4.326674E+03,0.000000E+00,1.148852E-01,0.000000E+00,4.321516E+03,0.000000E+00,1.147482E-01,0.000000E+00,6.369443E+03,0.000000E+00,1.691229E-01,0.000000E+00,6.362413E+03,0.000000E+00,1.689362E-01,0.000000E+00
24:00:00,4.366198E+03,0.000000E+00,1.159346E-01,0.000000E+00,4.361036E+03,0.000000E+00,1.157975E-01,0.000000E+00,6.391367E+03,0.000000E+00,1.697050E-01,0.000000E+00,6.384301E+03,0.000000E+00,1.695174E-01,0.000000E+00
Peak,1.188990E+04,6.730002E+03,3.871673E-01,6.654843E-01,1.188712E+04,6.575331E+03,3.870734E-01,6.501902E-01,1.173988E+04,8.336030E+03,3.817644E-01,8.242936E-01,1.173140E+04,8.200647E+03,3.814744E-01,8.109067E-01

Peak Vol Flow (m3/s),,,3.246288E-01,5.579896E-01,,,3.245500E-01,5.451659E-01,,,3.200985E-01,6.911467E-01,,,3.198554E-01,6.799222E-01
